id,text,parent
S01KX,Övriga hjälpmedel vid ögonoperationer,
S01KX01,Chymotrypsin,
S01X,Övriga medel vid ögonsjukdomar,
S01XA,Övriga medel vid ögonsjukdomar,
S01XA01,Guajazulen,
S01XA02,Retinol,
S01XA03,"Natriumklorid, hyperton",
S01XA04,Kaliumjodid,
S01XA05,Natriumedetat,
S01XA06,Etylmorfin,
S01XA07,Alum,
S01XA08,Acetylcysteine,
S01XA09,Iodoheparinate,
S01XA10,Inosine,
S01XA11,Nandrolone,
S01XA12,Dexpanthenol,
S01XA13,Alteplas,
S01XA14,Heparin,
S01XA15,Askorbinsyra,
S01XA16,Anecortave,
S01XA17,pegaptanib,
S01XA20,Tårsubstitut och andra indifferenta medel,
S02,Medel vid öronsjukdomar,
S02A,Antiinfektiva,
S02AA,Antiinfektiva,
S02AA01,Kloramfenikol,
S02AA02,Nitrofural,
S02AA03,Borsyra,
S02AA04,Aluminium acetotartrat,
S02AA05,Kliokinol,
S02AA06,Väteperoxid,
S02AA07,Neomycin,
S02AA08,Tetracyklin,
S02AA09,Klorhexidin,
S02AA10,Ättiksyra,
S02AA11,Polymyxin B,
S02AA12,Rifamycin,
S02AA13,Miconazole,
S02AA14,Gentamicin,
S02AA15,Ciprofloxacin,
S02AA30,Kombinationer,
S02B,Glukokortikoider,
S02BA,Glukokortikoider,
S02BA01,Hydrokortison,
S02BA03,Prednisolon,
S02BA06,Dexametason,
S02BA07,Betametason,
S02C,Glukokortikoider i kombination med antiinfektiva,
S02CA,Glukokortikoider i kombination med antiinfektiva,
S02CA01,Prednisolon + antiinfektiva,
S02CA02,Flumetason + antiinfektiva,
S02CA03,Hydrokortison + antiinfektiva,
S02CA04,Triamcinolon + antiinfektiva,
S02CA05,Fluocinolonacetonid + antiinfektiva,
S02CA06,Dexametason + antiinfektiva,
S02CA07,Fludrokortison + antiinfektiva,
S02D,Övriga medel vid öronsjukdomar,
S02DA,Analgetika,
S02DA01,Lidokain,
S02DA02,Cocaine,
S02DA30,Kombinationer,
S02DC,Indifferenta medel,
S03,Medel vid ögon- och öronsjukdomar,
S03A,Antiinfektiva,
S03AA,Antiinfektiva,
S03AA01,Neomycin,
S03AA02,Tetracyklin,
S03AA03,Polymyxin B,
S03AA04,Klorhexidin,
S03AA05,Hexamidin,
S03AA06,Gentamicin,
S03AA07,Ciprofloxacin,
S03AA08,Chloramfenikol,
S03AA30,"Antiinfektiva medel, kombinationer",
S03B,Glukokortikoider,
S03BA,Glukokortikoider,
S03BA01,Dexametason,
S03BA02,Prednisolon,
S03BA03,Betametason,
S03C,Glukokortikoider i kombination med antiinfektiva,
S03CA,Glukokortikoider i kombination med antiinfektiva,
S03CA01,Dexametason + antiinfektiva,
S03CA02,Prednisolon + antiinfektiva,
S03CA04,Hydrokortison + antiinfektiva,
S03CA05,Fludrokortison + antiinfektiva,
S03CA06,Betamethason + antiinfektiva,
S03D,Övriga medel vid ögon- och öronsjukdomar,
V01,Allergener,
V01A,Allergener,
V01AA,Allergenextrakt,
V01AA01,Fjäder,
V01AA02,Gräspollen,
V01AA03,Husdamm,
V01AA04,Mögel- och jästsvamp,
V01AA05,Trädpollen,
V01AA07,Insekter,
V01AA08,Födoämnen,
V01AA09,Textilier,
V01AA10,Örtpollen,
V01AA11,Allergenextrakt från djur,
V01AA20,Övriga allergenextrakt,
V03AA,Medel vid alkoholism,
V03AA01,Disulfiram,
V03AA02,Kalciumkarbimid,
V03AA03,Acamprosat,
V03AB01,Ipekakuana,
V03AB02,Nalorfin,
V03AB03,Edetat,
V03AB04,Pralidoxim,
V03AB05,Prednisolon och prometazin,
V03AB06,Tiosulfat,
V03AB08,Natriumnitrit,
V03AB09,Dimerkaprol,
V03AB13,Obidoxim,
V03AB14,Protamin,
V03AB15,Naloxon,
V03AB16,Etanol,
V03AB18,Kaliumpermanganat,
V03AB19,Fysostigmin,
V03AB20,Kopparsulfat,
V03AB21,Kaliumjodid,
V03AB22,Amylnitrit,
V03AB23,Acetylcystein,
V03AB24,Digitalisantitoxin,
V03AB25,Flumazenil,
V03AB26,Metionin,
V03AB27,4-dimetylaminofenol,
V03AB29,Kolinesteras,
V03AB30,Naltrexon,
V03AB31,Prussian blue,
V03AB32,Glutathione,
V03AB34,Fomepizol,
V03AC01,Deferoxamin,
V03AE01,Polystyrensulfonat,
V03AE03,Lanthanum karbonat,
V03AE04,kalciumacetat och magnesiumkarbonat,
V03AF01,Mesna,
V03AF04,Kalciumlevofolinat,
V03AF05,Amifostin,
V03AF06,Natriumfolinat,
V03AF09,Glukarpidas,
V03AG,Medel vid hyperkalcemi,
V03AG01,Natrium cellulosa fosfat,
V03AH,Medel för behandling av hypoglykemi,
V03AH01,Diazoxid,
V03AK,Vävnadslim,
V03AM,Medel för embolisering,
V03AN,Medicinska gaser,
V03AN01,Syre,
V03AN02,Koldioxid,
V03AN03,Helium,
V03AN04,Kväve,
V03AN05,Medicinsk luft,
V03AZ,Nerve depressants,
V03AZ01,Etanol,
V04B,Medel för urintest,
V04CA,Diabetestester,
V04CA01,Tolbutamid,
V04CA02,Glukos,
V04CB,Tester för fettabsorption,
V04CB01,Vitamin A koncentrat,
V04CC,Medel för tömning av gallblåsan,
V04CC01,Sorbitol,
V04CC02,Magnesiumsulfat,
V04CC03,Sinkalid,
V04CC04,Ceruletid,
V04CD,Medel för hypofysfunktionsprov,
V04CD01,Metyrapon,
V04CD02,Arginin,
V04CD03,Sermorelin,
V04CD04,Kortikorelin,
V04CD05,Somatorelin,
V04CE,Medel för leverfunktionsprov,
V04CE01,Galaktos,
V04CE02,Sulfobromoftalein,
V04CF,Tuberkulosdiagnostikum,
V04CF01,Tuberkulin,
V04CG,Ventrikelsekretionstest,
V04CG01,Cation exchange resins,
V04CG02,Betazol,
V04CG03,Histaminfosfat,
V04CG04,Pentagastrin,
V04CG05,Metyltioninklorid,
V04CG30,Koffein + natriumbenzoat,
V04CH,Njurfunktionstest,
V04CH01,Inulin och övriga polyfruktosaner,
V04CH02,Indigotin,
V04CH03,Fenolrött,
V04CH04,Alsaktid,
V04CH30,Aminohippursyra,
V04CJ,Tyreoideafunktionstest,
V04CJ01,Thyrogen,
V04CJ02,"Protirelin, trh",
V04CK,Pankreasfunktionstest,
V04CK01,Sekretin,
V04CK02,Kolecystokinin,
V04CK03,Bentiromid,
V04CL,Allergitest,
V04CM,Tester för fertilitetsstörningar,
V04CM01,Gonadorelin,
V06,Näringspreparat,
V06A,Dietpreparat för bantning,
V06AA,Lågenergidiet,
V06B,Proteinsupplement,
V06C,Preparat för barn,
V06CA,Medel vid fenylketonuri,
V06D,Övriga näringspreparat,
V06DA,"Kolhydrat-, protein-, mineral- och vitamintillskott",
V06DB,"Fett-, kolhydrat-, protein-, mineral och vitamintillskott",
V06DC,Kolhydrater,
V06DC01,Glukos,
V06DC02,Fructose,
V06DD,Essentiella aminosyror,
V06DE,"Aminosyror-, kolhydrat-, protein-, mineral och vitamintillskott",
V06DF,Mjölksubstitut,
V06DX,Övrigt,
V07,Tekniska hjälpmedel,
V07A,Övrigt,
V07AA,Plåster,
V07AB,Vehiklar,
V07AC,"Hjälpmedel vid transfusioner, infusioner m m",
V07AD,Hjälpmedel vid blodundersökningar,
V07AN,Incontinence equipment,
V07AR,"Sensitivity tests, discs and tablets",
V07AS,Stomitillbehör,
V07AT,Kosmetika,
V07AV,Tekniska desinfektionsmedel,
V07AX,Tvättlösningar,
V07AY,Övriga icke-terapeutiska medel,
V07AZ,Kemikalier och reagenser för analyser,
V08A,Joderade röntgenkontrastmedel,
V08AA,Vattenlösliga högosmolära röntgenkontrastmedel med njuraffinitet,
V08AA01,Amidotrizoinsyra,
V08AA02,Metrizoinsyra,
V08AA03,Jodamid,
V08AA04,Jotalamsyra,
V08AA05,Joxitalamsyra,
V08AA06,Ioglicic acid,
V08AA07,Acetrizoic acid,
V08AA08,Jokarmsyra,
V08AA09,Metiodal,
V08AA10,Diodon,
V08AB,Vattenlösliga lågosmolära röntgenkontrastmedel med njuraffinitet,
V08AB01,Metrizamid,
V08AB02,Johexol,
V08AB03,Joxaglinsyra,
V08AB04,Jopamidol,
V08AB05,Jopromid,
V08AB06,Jotrolan,
V08AB07,Ioversol,
V08AB08,Jopentol,
V08AB09,Iodixanol,
V08AB10,Iomeprol,
V08AB11,Iobitridol,
V08AB12,Ioxilan,
V08AC,Vattenlösliga röntgenkontrastmedel med leveraffinitet,
V08AC01,Iodoxamic acid,
V08AC02,Jotroxinsyra,
V08AC03,Joglykamsyra,
V08AC04,Jodipamid,
V08AC05,Jobensamsyra,
V08AC06,Jopansyra,
V08AC07,Jocetamsyra,
V08AC08,Jopodsyra,
V08AC09,Tyropanoinsyra,
V08AC10,Calcium iopodate,
V08AD,Icke vattenlösliga röntgenkontrastmedel,
V08AD01,Joderande estrar av fettsyror,
V08AD02,Jopydol,
V08AD03,Propyljodon,
V08AD04,Jofendylat,
V08B,Icke joderade röntgenkontrastmedel,
V08BA,Bariumsulfat,
V08BA01,Bariumsulfat,
V08BA02,Bariumsulfat,
V08CA01,Gadopentetat,
V08CA03,Gadodiamide,
V08CA04,Gadoteridol,
V08CA07,Ferric ammonium citrat,
V08CA10,Gadoxetinsyra,
V08CB,Supramagnetiska kontrastmedel,
V08CB01,Ferumoxsil,
V08CB02,Järnferrit på bärarpartiklar,
V08CB03,"Järnoxid, nanopartiklar",
V08CX,Övriga kontrastmedel för magnetisk resonanstomografi,
V08CX01,Perflubron,
V08DA02,Mikropartiklar av galaktos,
V08DA03,Perflenapent,
V09AA,Teknetium (Tc-99m) föreningar,
V09AA01,Teknetium (Tc-99m) exametazim,
V09AA02,Teknetium (Tc-99m) bicisat dihydroklorid,
V09AB01,Iodine iofetamine (123I),
V09AB02,Iodine iolopride (123I),
V09AX,Övriga central nervsystem diagnostiska radiofarmaka,
V09AX01,Indium (111In) pentetic acid,
V09B,Skelett,
V09BA,Teknetium (Tc-99m) föreningar,
V09BA01,Teknetium (Tc-99m) oxidronat (HDP),
V09BA02,Teknetium (Tc-99m) medronat (MDP),
V09BA03,Teknetium (Tc-99m) pyrofosfat (PYP),
V09BA04,Teknetium (Tc-99m) butedronsyra (DPD),
V09C,Renala systemet,
V09CA,Teknetium (Tc-99m) föreningar,
V09CA01,Teknetium (Tc-99m) pentetat (DTPA),
V09CA02,Teknetium (Tc-99m) succimer (DMSA),
V09CA03,Technetium (Tc-99m) mertiatid,
V09CA04,Teknetium (Tc-99m) glukeptat,
V09CA05,Technetium (99mTc) gluconate,
V09CX,Övrig radiofarmaceutisk diagnostika för renala systemet,
V09CX01,Sodium iodohippurate (123I),
V09CX02,Natriumjodid (I-131) hippurat,
V09CX03,Sodium iothalamate (125I),
V09CX04,Krom (Cr-51) edetat,
V09D,Hepatiska och retikuloendoteliala systemet,
V09DA,Technetium (99mTc) compounds,
V09DA01,Technetium (99mTc) disofenin,
V09DA02,Technetium (99mTc) etifenin,
V09DA03,Technetium (99mTc) lidofenin,
V09DA04,Technetium (99mTc) mebrofenin,
V09DA05,Technetium (99mTc) galtifenin,
V09DB,"Teknetium (Tc-99m), partiklar och kolloider",
V09DB01,Teknetium (Tc-99m) nanokolloid (humant albumin),
V09DB02,Teknetium (Tc-99m) mikrokolloid (humant albumin),
V09DB03,Technetium (99mTc) millimicrospheres,
V09DB04,Teknetium (Tc-99m) tennkolloid,
V09DB05,Technetium (99mTc) sulfur colloid,
V09DB06,Technetium (99mTc) rheniumsulfide colloid,
V09DB07,Technetium (99mTc) phytate,
V09DX,Övr. radiofarmaka för diagn. av hepatiska och retikuloendoteliala sys.,
V09DX01,Tauroselcholsyra,
V09E,Andningsorganen,
V09EA,"Teknetium (Tc-99m), inhalationer",
V09EA01,Teknetium (Tc-99m) pentetsyra,
V09EA02,Teknetium (Tc-99m) technegas,
V09EA03,Teknetium (Tc-99m) nanokolloid,
V09EB,"Teknetium (Tc-99m), partiklar för injektion",
V09EB01,Teknetium (Tc-99m) macrosalb,
V09EB02,Technetium (99mTc) microspheres,
V09EX,Övrig radiofarmaceutisk diagnostika för andningsorganen,
V09EX01,Krypton (81mKr) gas,
V09EX02,Xenon (127Xe) gas,
V09EX03,Xenon (Xe-133) gas,
V09F,Tyreoidea,
V09FX,Radiofarmaka för tyreoideadiagnostik,
V09FX01,Natriumperteknetat (Tc-99m),
V09FX02,Natriumjodid (I-123),
V09FX03,Natriumjodid (I-131),
V09G,Hjärta och kretslopp,
V09GA,Teknetium (Tc-99m) föreningar,
V09GA01,Teknetium (Tc-99m) sestamibi,
V09GA02,Teknetium (Tc-99m) tetrofosmin,
V09GA03,Teknetium (Tc-99m) teboroxim,
V09GA04,Teknetium (Tc-99m) human albumin,
V09GA05,Technetium (99mTc) furifosmin,
V09GA06,Teknetium (Tc-99m) tennmärkta celler,
V09GA07,Teknetium (Tc-99m) apcitid,
V09GB,Jod (I-125) föreningar,
V09GB01,Fibrinogen (125I),
V09GB02,Humant jod (I-125) albumin,
V09GX,Other cardiovascular system diagnostic radiopharmaceuticals,
V09GX01,Tallium (Tl-201) klorid,
V09GX02,Indium (111In) imciromab,
V09GX03,Natriumkromat (Cr-51),
V09HA01,Technetium (99mTc) human immunoglobulin,
V09HA02,Technetium (99mTc) exametazime labelled cells,
V09HB,Indium (In-111) föreningar,
V09HB01,Indium (In-111) oxin,
V09HB02,Indium (111In) tropolonate labelled cells,
V09HX,Övrig radiofarm. diag. för inflammations- och infektionsdetektion,
V09HX01,Gallium (Ga-67) citrat,
V09IA03,Teknetium (Tc-99m) pentavalent succimer,
V09IA04,Teknetium (Tc-99m) votumumab,
V09IA06,Teknetium (Tc-99m) arcitumomab,
V09IB01,Indium (In-111) pentetreotid,
V09IB02,Indium (111In) satumomab pendetide,
V09IB04,Indium (In-111) capromabpentid,
V09IX01,Iobenguan (I-123),
V09IX02,Iobenguan (I-131),
V09IX03,Iodine (125I) CC49-monoclonal antibody,
V09X,Övrig radiofarmaceutisk diagnostika,
V09XA,Jod (I-131) föreningar,
V09XA01,6-Jodmetylnorkolesterol (I-131),
V09XA02,Iodocholesterol (131I),
V09XA03,Jod (I-131) humanalbumin,
V09XX,Varierande radiofarmaceutisk diagnostika,
V09XX01,Cyanokobalamin (Co-57),
V09XX02,Cobalt (58Co) cyanocobalamine,
V09XX03,Selenium (75Se) norcholesterol,
V09XX04,Ferric (59Fe) citrate,
V10A,Antiinflammatoriska medel,
V10AA,Yttrium (T-90) föreningar,
V10AA01,Yttrium (90Y) citrate colloid,
V10AA02,Yttrium (90Y) ferrihydroxide colloid,
V10AA03,Yttrium (Y-90) silikat,
V10AX,Övrig antiinflammatorisk radiofarmaceutisk terapeutika,
V10AX01,Phosphorous (32P) chromicphosphate colloid,
V10AX02,Samarium (153Sm) hydroxyapatite colloid,
V10AX03,Dysprosium (165Dy) colloid,
V10AX04,Erbium (169Er) citrate colloid,
V10AX05,Rhenium (186Re) sulfide colloid,
V10AX06,Guld (Au-198) kolloidalt,
V10BX01,Strontium (Sr-89) klorid,
V10BX03,Rhenium (186Re) etidronic acid,
V10XA,Natriumjodid (131),
V10XA01,Natriumjodid (131),
V10XA02,Iobenguane (131I),
V10XA53,Tositumomab/iodine (131I) tositumomab,
V10XX01,Natriumfosfat (P-32),
V20,SURGICAL DRESSINGS,
A01AA05,Fluorsilan,
A01AB24,Thymol,
A01AB26,Aluminiumchlorid,
A01AB27,Ethacridinlactat,
A01AB29,Eugenol,
A01AB31,Natriumhypochlorit,
A01AB32,Natriumpercarbonat,
A01AB33,Nystatin,
A01AB36,Aluminiumchlorat,
A01AB37,Aluminiumsulfat,
A01AB39,Andere Aluminium-haltige Verbindungen,
A01AB50,Kombinationen,
A01AB53,"Chlorhexidin, Kombinationen",
A01AB57,"Oxychinolin, Kombinationen",
A01AB62,"Hexetidin, Kombinationen",
A01AB75,"Chlorphenol, Kombinationen",
A01AB76,"Aluminiumchlorid, Kombinationen",
A01AB78,"Sulfanilamid, Kombinationen",
A01AB84,"Paraformaldehyd, Kombinationen",
A01AB85,"Formaldehyd, Kombinationen",
A01AB88,"Azulen, Kombinationen",
A01AB90,"Demeclocyclin, Kombinationen",
A01AC04,Prednisolon,
A01AC05,Betamethason,
A01AD08,Becaplermin,
A01AD18,Cholinsalicylat,
A01AD20,Carbenoxolon,
A01AD22,Milchs?ure,
A01AD50,"Andere Mittel zur oralen Lokalbehandlung, Kombinationen",
A01AD65,"Dexpanthenol, Kombinationen",
A01AD69,"Mineralsalz, Kombinationen",
A01AD71,"Salicylate, Kombinationen",
A01AD72,Speichelersatzl?sungen,
A01AE,Lokalan?sthetika fr die orale Lokalbehandlung,
A01AE01,Lidocain,
A01AE02,Tetracain,
A01AE05,Polidocanol (Lauromacrogol 400),
A01AE51,"Lidocain, Kombinationen",
A01AE52,"Tetracain, Kombinationen",
A01AE53,"Benzocain, Kombinationen",
A01AE54,"Propipocain, Kombinationen",
A01AE55,"Polidocanol (Lauromacrogol 400), Kombinationen",
A01AH,Hom?opathische und anthroposophische Stomatologika,
A01AH20,Kombinationen,
A01AP,Pflanzliche Stomatologika,
A01AP01,Myrrhentinktur,
A01AP02,Kamillenblten,
A01AP03,Salbeibl?tter,
A01AP10,Verschiedene,
A01AP30,Kombinationen,
A01AP50,"Andere pflanzliche Stomatologika, Kombinationen",
A01AP52,"Kamillenblten, Kombinationen",
A02AD06,Simaldrat,
A02AD10,Aluminiumoxid in Kombination mit Magnesiumhydroxid,
A02AF03,Dihydroxyaluminiumnatriumcarbonat und Karminativa,
A02AF04,Simaldrat und Karminativa,
A02AF05,Aluminiumhydroxid und Karminativa,
A02AG01,"Antacida, Kombinationen mit Butinolin",
A02AG02,"Antacida, Kombinationen mit Atropin",
A02AG20,"Antacida, Kombinationen mit mehreren Spasmolytika",
A02AH01,Natriumhydrogencarbonat,
A02AH20,Kombinationen,
A02AX01,"Antacida, Kombinationen mit Bismutsalzen",
A02AX02,"Antacida, Kombinationen mit Lokalan?sthetika",
A02AX04,"Antacida, Kombinationen mit Schwefel",
A02AX50,"Antacida, andere Kombinationen",
A02BC06,Dexlansoprazol,
A02BD07,"Lansoprazol, Amoxicillin und Clarithromycin",
A02BD08,"Bismutsubcitrat, Tetracyclin und Metronidazol",
A02BX15,Silbereiwei -Acetyltannat,
A02BX17,Bismut(III)-citrat-hydroxid-Komplex,
A02BX18,Dibismut-tris(tetraoxodialuminat),
A02BX22,Bismutsubsalicylat,
A02BX50,"Andere Ulkustherapeutika, Kombinationen exkl. Psycholeptika",
A02BX62,"Bismutsubnitrat, Kombinationen exkl. Psycholeptika",
A02BX63,"Algins?ure, Kombinationen",
A02BX70,"Andere Ulkustherapeutika, Kombinationen mit Psycholeptika",
A02XA,Andere Mittel bei S?ure bedingten Erkrankungen,
A02XA01,K?lberblutextrakt,
A02XA03,Guajazulen,
A02XA52,"Benzocain, Kombinationen",
A02XA53,"Guajazulen, Kombinationen",
A02XH,Andere hom?opathische und anthroposophische Mittel bei S?ure bedingten Erkrankungen,
A02XH01,Nux vomica,
A02XH20,Kombinationen,
A02XH50,Kombinationen mit anderen Mitteln,
A02XP,Andere pflanzliche Mittel bei S?ure bedingten Erkrankungen,
A02XP30,Kombinationen,
A03AA31,Phenamazid,
A03AB20,Trospium,
A03AE03,Cilansetron,
A03AH,Andere hom?opathische und anthroposophische Mittel bei funktionellen St?rungen des Darms,
A03AH01,Carum Carvi,
A03AH10,Verschiedene,
A03AH20,Kombinationen,
A03AP,Andere pflanzliche Mittel bei funktionellen St?rungen des Darms,
A03AP01,Pfefferminzbl?tter,
A03AP02,Kamillenblten,
A03AP03,Fenchelfrchte,
A03AP04,Melissenbl?tter,
A03AP11,Sonstige,
A03AP30,Kombinationen,
A03AX14,Cholinsalze,
A03AX20,Kombinationen,
A03AX31,Pramiverin,
A03AX32,Denaverin,
A03AX33,Dipiproverin,
A03AX50,"Andere Mittel bei funktionellen St?rungen des Darms, Kombinationen",
A03AX63,"Silikone, Kombinationen",
A03BA20,Kombinationen,
A03CA39,Moxaverin und Psycholeptika,
A03CA41,Pipenzolat und Psycholeptika,
A03CA42,Tridihexethyl und Psycholeptika,
A03CA43,Benactyzin und Psycholeptika,
A03CB37,Xenytropiumbromid und Psycholeptika,
A03CB38,Butylscopolamin und Psycholeptika,
A03DA08,Barverin und Analgetika,
A03DA09,Ambucetamid und Analgetika,
A03DA12,Drofenin und Analgetika,
A03DC02,Tropinbenzilat und Analgetika,
A03DC04,Pramiverin und Analgetika,
A03DC05,Ethaverin und Analgetika,
A03EA01,"Ciclonium, Kombinationen",
A03EA02,"Butylscopolamin, Kombinationen",
A03EA04,"Trospiumchlorid, Kombinationen",
A03EA05,"Drofenin, Kombinationen",
A03EA06,"Ethaverin, Kombinationen",
A03EA40,"Fencarbamid, Kombinationen",
A03ED01,Benzylmandelat in Kombination mit anderen Mitteln,
A03ED02,Ethaverin in Kombination mit anderen Mitteln,
A03ED04,Butinolin in Kombination mit anderen Mitteln,
A03FA07,Dexpanthenol,
A03FA51,"Metoclopramid, Kombinationen",
A03FA54,"Bromoprid, Kombinationen",
A03FP,Pflanzliche Prokinetika,
A03FP30,Kombinationen,
A03H,ANDERE HOM?OPATHISCHE UND ANTHROPOSOPHISCHE ZUBEREITUNGEN,
A03HH,Hom?opathische und anthroposophische Spasmolytika,
A03HH10,Verschiedene,
A03HH20,Kombinationen,
A03P,ANDERE PFLANZLICHE ZUBEREITUNGEN,
A03PP,Pflanzliche Spasmolytika,
A03PP01,Mohnkapsel,
A03PP02,Sch?llkraut,
A03PP03,Boldobl?tter,
A04AB,Antihistaminika,
A04AB02,Dimenhydrinat,
A04AB03,Thiethylperazin,
A04AB04,Meclozin,
A04AB05,Diphenhydramin,
A04AB52,"Dimenhydrinat, Kombinationen",
A04AB54,"Meclozin, Kombinationen",
A04AB55,"Diphenhydramin, Kombinationen",
A04AB56,"Doxylamin, Kombinationen",
A04AB57,"Chlorphenoxamin, Kombinationen",
A04AB58,"Promethazin, Kombinationen",
A04AD06,Triflupromazin,
A04AD08,Chlorphenethazin,
A04AD13,Casopitant,
A04AD50,"Andere Antiemetika, Kombinationen",
A04AH,Hom?opathische und anthroposophische Antiemetika,
A04AH10,Verschiedene hom?opathische und anthroposophische Antiemetika,
A04AH20,Kombinationen,
A04AP,Pflanzliche Antiemetika,
A04AP01,Ingwerwurzelstock,
A05AA04,Dehydrochols?ure,
A05AA05,Gesamtgallens?uren (Fel tauri),
A05AA20,Kombinationen,
A05AA54,"Dehydrochols?ure, Kombinationen",
A05AA55,"Gesamtgallens?uren, Kombinationen",
A05AB20,Kombinationen,
A05AC,Gallentherapeutika in Kombination,
A05AC01,Gallentherapeutika in Kombination mit Spasmolytika,
A05AH,Hom?opathische und anthroposophische Mittel zur Gallentherapie,
A05AH20,Kombinationen,
A05AP,Pflanzliche Mittel zur Gallentherapie,
A05AP01,Schwarzrettichwurzel,
A05AP03,Artischockenbl?tter,
A05AP04,Erdrauchkraut,
A05AP05,Pfefferminz?l,
A05AP06,L?wenzahnwurzel mit -kraut,
A05AP07,Curcumawurzelstock,
A05AP08,Glockenbilsenkrautwurzelstock,
A05AP09,Gundelrebenkraut,
A05AP10,Verschiedene,
A05AP30,Kombinationen,
A05AX07,Fenipentol,
A05AX08,Glyceroltrinitrat,
A05AX09,Febuprol,
A05AX50,"Andere Mittel zur Gallentherapie, Kombinationen",
A05BA08,Glycyrrhizins?ure,
A05BA09,Methionin und N-Acetylmethionin,
A05BA10,Cholin,
A05BA12,Myo-Inositol,
A05BA17,Ornithinaspartat,
A05BA18,Cianidanol,
A05BA50,"Andere Lebertherapeutika, Kombinationen",
A05BA60,"Cholin, Kombinationen",
A05BA61,"Betain, Kombinationen",
A05BA63,"Cyanocobalamin, Kombinationen",
A05BA66,"Leucin, Kombinationen",
A05BA67,"Ornithinaspartat, Kombinationen",
A05BA71,"Laevulose, Kombinationen",
A05BH,Hom?opathische und anthroposophische Mittel zur Lebertherapie,
A05BH01,Mariendistelfrchte,
A05BH10,Verschiedene,
A05BH20,Kombinationen,
A05BP,Pflanzliche Mittel zur Lebertherapie,
A05BP01,Mariendistelfrchte,
A05BP02,Phospholipide,
A05BP51,"Mariendistelfrchte, Kombinationen",
A06AA03,Dnnflssiges Paraffin,
A06AB10,Koloquinthen,
A06AB13,Aloe,
A06AB59,"Bisoxatin, Kombinationen",
A06AB60,"Koloquinthen, Kombinationen",
A06AB63,"Aloe, Kombinationen",
A06AC59,"Bassorin, Kombinationen",
A06AH02,Alvimopan,
A06AX03,Lubiproston,
A07AB06,Sulfaguanol,
A07AB50,"Andere Sulfonamide, Kombinationen",
A07AX05,Dichlorchinolinol,
A07AX06,Furazolidon,
A07AX07,Ethacridinlactat,
A07AX51,"Broxychinolin, Kombinationen",
A07AX55,"Dichlorchinolinol, Kombinationen",
A07BB51,"Bismut, Kombinationen",
A07BC07,Siliciumdioxid,
A07BC08,Humins?uren,
A07BC51,"Pektin, Kombinationen",
A07BC55,"Diosmectit, Kombinationen",
A07BP,Pflanzliche Adsorbenzien,
A07BP51,"Johannisbrotfruchtmehl, Kombinationen",
A07CA50,"Elektrolyte zur oralen Rehydrierung, Kombinationen",
A07DA51,"Diphenoxylat, Kombinationen",
A07DA54,"Difenoxin, Kombinationen",
A07EA51,"Prednisolon, Kombinationen",
A07ED,Andere entzndungshemmende Mittel,
A07ED01,Aluminiumphosphat,
A07EF,Mikrobielle Antiphlogistika,
A07EF01,"Escherichia coli, Stamm Nissle 1917",
A07FA05,IP-Bacillussporen,
A07FA06,Escherichia coli,
A07FA20,Kombinationen,
A07FA50,"Mikrobielle Antidiarrhoika, Kombinationen",
A07FA52,"Saccharomyces boulardii, Kombinationen",
A07XA50,"Andere Antidiarrhoika, Kombinationen",
A07XH,Hom?opathische und anthroposophische Antidiarrhoika,
A07XH10,Verschiedene,
A07XH20,Kombinationen,
A07XP,Pflanzliche  Antidiarrhoika,
A07XP01,Ceratonia,
A07XP02,Uzarawurzel,
A07XP03,Eichenrinde,
A07XP04,Karottenextrakt,
A07XP05,Apfelfruchtextrakt,
A07XP06,Tormentillwurzelstock,
A07XP30,Kombinationen,
A08AA12,Phendimetrazin,
A08AA13,Phenylpropanolamin,
A08AA53,"Amfepramon, Kombinationen",
A08AA57,"Cathin, Kombinationen",
A08AA63,"Phenylpropanolamin, Kombinationen",
A08AB11,Andere peripher wirkende Antiadiposita,
A08AB20,Kombinationen,
A08AH,Hom?opathische und anthroposophische Antiadiposita,
A08AH01,Madar,
A08AH20,Kombinationen,
A09AA07,Aspergillus oryzae,
A09AA50,"Andere Enzyme, Kombinationen",
A09AA52,"Multienzyme, Kombinationen",
A09AA57,"Aspergillus oryzae, Kombinationen",
A09AB50,"Andere S?uren, Kombinationen",
A09AC50,"Andere Enzyme und S?uren, Kombinationen",
A09AH,Hom?opathische und anthroposophische Digestiva,
A09AH20,Kombinationen,
A09AP,Pflanzliche Digestiva,
A09AP01,Harongarinde und -bl?tter,
A09AP02,Wermutkraut,
A09AP03,Enzianwurzel,
A09AX,Andere Digestiva,
A09AX50,"Andere Digestiva, Kombinationen",
A10BD09,Pioglitazon und Alogliptin,
A10BD10,Metformin und Saxagliptin,
A10BD12,Metformin und Glibenclamid,
A10BH04,Alogliptin,
A10BX08,Mitiglinid,
A10BX09,Dapagliflozin,
A10XH,Hom?opathische und anthroposophische Antidiabetika,
A10XH20,Kombinationen,
A10XP,Pflanzliche Antidiabetika,
A10XP01,Guar-Mehl,
A10XP02,Copalchirindenextrakt,
A10XP30,Kombinationen,
A11AB50,"Multivitamine, andere Kombinationen",
A11BA01,"Multivitamine, rein",
A11CB02,Retinol und Colecalciferol,
A11CC08,Trans-Calcifediol,
A11CC80,"Colecalciferol, Kombinationen mit Natriumfluorid",
