id,text,parent,
X0013,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-institutionellt boende-annan sysselsättning,,
X0014,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-institutionellt boende-vitalaktivitet,,
X0018,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-institutionellt boende-andra aktiviteter,,
X0019,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-institutionellt boende-ospec aktiviteter,,
X0020,"Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-skola, offentlig lokal-idrott",,
X0021,"Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-skola, offentlig lokal-lek,fritid",,
X0022,"Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-skola, offentlig lokal-förvärvsarbete",,
X0023,"Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-skola, offentlig lokal-annan sysselsättning",,
X0024,"Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-skola, offentlig lokal-vitalaktivitet",,
X0028,"Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-skola, offentlig lokal-andra aktiviteter",,
X0029,"Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-skola, offentlig lokal-ospec aktiviteter",,
X0030,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-idrottsanläggning-idrott,,
X0031,"Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-idrottsanläggning-lek,fritid",,
X0032,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-idrottsanläggning-förvärvsarbete,,
X0033,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-idrottsanläggning-annan sysselsättning,,
X0034,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-idrottsanläggning-vitalaktivitet,,
X0038,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-idrottsanläggning-andra aktiviteter,,
X0039,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-idrottsanläggning-ospec aktiviteter,,
X0040,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-gata-idrott,,
X0041,"Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-gata-lek,fritid",,
X0042,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-gata-förvärvsarbete,,
X0043,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-gata-annan sysselsättning,,
X0044,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-gata-vitalaktivitet,,
X0048,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-gata-andra aktiviteter,,
X0049,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-gata-ospec aktiviteter,,
X0050,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-serviceområde-idrott,,
X0051,"Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-serviceområde-lek,fritid",,
X0052,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-serviceområde-förvärvsarbete,,
X0053,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-serviceområde-annan sysselsättning,,
X0054,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-serviceområde-vitalaktivitet,,
X0058,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-serviceområde-andra aktiviteter,,
X0059,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-serviceområde-ospec aktiviteter,,
X0060,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-industriområde-idrott,,
X0061,"Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-industriområde-lek,fritid",,
X0062,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-industriområde-förvärvsarbete,,
X0063,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-industriområde-annan sysselsättning,,
X0064,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-industriområde-vitalaktivitet,,
X0068,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-industriområde-andra aktiviteter,,
X0069,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-industriområde-ospec aktiviteter,,
X0070,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-lantbruksområde-idrott,,
X0071,"Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-lantbruksområde-lek,fritid",,
X0072,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-lantbruksområde-förvärvsarbete,,
X0073,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-lantbruksområde-annan sysselsättning,,
X0074,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-lantbruksområde-vitalaktivitet,,
X0078,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-lantbruksområde-andra aktiviteter,,
X0079,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-lantbruksområde-ospec aktiviteter,,
X0080,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-andra områden-idrott,,
X0081,"Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-andra områden-lek,fritid",,
X0082,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-andra områden-förvärvsarbete,,
X0083,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-andra områden-annan sysselsättning,,
X0084,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-andra områden-vitalaktivitet,,
X0088,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-andra områden-andra aktiviteter,,
X0089,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-andra områden-ospec aktiviteter,,
X0090,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-ospec område-idrott,,
X0091,"Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-ospec område-lek,fritid",,
X0092,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-ospec område-förvärvsarbete,,
X0093,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-ospec område-annan sysselsättning,,
X0094,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-ospec område-vitalaktivitet,,
X0098,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-ospec område-andra aktiviteter,,
X0099,Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion-ospec område-ospec aktiviteter,,
X01,"Exposure to uncontrolled fire, not in building or structure",,
X0100,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-bostad-idrott,,
X0101,"Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-bostad-lek,fritid",,
X0102,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-bostad-förvärvsarbete,,
X0103,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-bostad-annan sysselsättning,,
X0104,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-bostad-vitalaktivitet,,
X0108,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-bostad-andra aktiviteter,,
X0109,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-bostad-ospec aktiviteter,,
X0110,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-institutionellt boende-idrott,,
X0111,"Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-institutionellt boende-lek,fritid",,
X0112,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-institutionellt boende-förvärvsarbete,,
X0113,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-institutionellt boende-annan sysselsättning,,
X0114,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-institutionellt boende-vitalaktivitet,,
X0118,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-institutionellt boende-andra aktiviteter,,
X0119,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-institutionellt boende-ospec aktiviteter,,
X0120,"Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-skola, offentlig lokal-idrott",,
X0121,"Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-skola, offentlig lokal-lek,fritid",,
X0122,"Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-skola, offentlig lokal-förvärvsarbete",,
X0123,"Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-skola, offentlig lokal-annan sysselsättning",,
X0124,"Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-skola, offentlig lokal-vitalaktivitet",,
X0128,"Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-skola, offentlig lokal-andra aktiviteter",,
X0129,"Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-skola, offentlig lokal-ospec aktiviteter",,
X0130,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-idrottsanläggning-idrott,,
X0131,"Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-idrottsanläggning-lek,fritid",,
X0132,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-idrottsanläggning-förvärvsarbete,,
X0133,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-idrottsanläggning-annan sysselsättning,,
X0134,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-idrottsanläggning-vitalaktivitet,,
X0138,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-idrottsanläggning-andra aktiviteter,,
X0139,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-idrottsanläggning-ospec aktiviteter,,
X0140,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-gata-idrott,,
X0141,"Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-gata-lek,fritid",,
X0142,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-gata-förvärvsarbete,,
X0143,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-gata-annan sysselsättning,,
X0144,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-gata-vitalaktivitet,,
X0148,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-gata-andra aktiviteter,,
X0149,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-gata-ospec aktiviteter,,
X0150,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-serviceområde-idrott,,
X0151,"Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-serviceområde-lek,fritid",,
X0152,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-serviceområde-förvärvsarbete,,
X0153,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-serviceområde-annan sysselsättning,,
X0154,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-serviceområde-vitalaktivitet,,
X0158,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-serviceområde-andra aktiviteter,,
X0159,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-serviceområde-ospec aktiviteter,,
X0160,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-industriområde-idrott,,
X0161,"Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-industriområde-lek,fritid",,
X0162,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-industriområde-förvärvsarbete,,
X0163,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-industriområde-annan sysselsättning,,
X0164,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-industriområde-vitalaktivitet,,
X0168,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-industriområde-andra aktiviteter,,
X0169,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-industriområde-ospec aktiviteter,,
X0170,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-lantbruksområde-idrott,,
X0171,"Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-lantbruksområde-lek,fritid",,
X0172,Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion-lantbruksområde-förvärvsarbete,,
